question,subject,,,,,,,,,,,,,,,
Which of these is needed in all stages of the butterfly’s life cycle? (A) Wings (B) Eyes (C) Soil (D) Air,Science,,,,,,,,,,,,,,,
Which of these is needed in all stages of the butterfly’s life cycle?    (A) Wings (B) Eyes (C) Soil (D) Air,Science,,,,,,,,,,,,,,,
How are a tree and grass alike?    (A) Both make wood. (B) Both have roots. (C) Both need moonlight. (D) Both have short lives.,Science,,,,,,,,,,,,,,,
A student is hiking through a forest taking pictures for science class. Which picture would most likely be used as an example of human impact on Earth?    (A) A trail built by cutting down trees (B) A river eroding away the riverbank (C) A bird nest made of dead branches (D) A group of butterflies landing on flowers,Science,,,,,,,,,,,,,,,
"A student is hiking through a forest taking pictures for science class. Which picture would most likely be used as an example of human impact on Earth?
 
 F A trail built by cutting down trees
 G A river eroding away the riverbank
 H A bird nest made of dead branches
 J A group of butterflies landing on flowers",Science,,,,,,,,,,,,,,,
A student is hiking through a forest taking pictures for science class. Which picture would most likely be used as an example of human impact on Earth? (A) A trail built by cutting down trees (B) A river eroding away the riverbank (C) A bird nest made of dead branches (D) A group of butterflies landing on flowers,Science,,,,,,,,,,,,,,,
What kind of energy do all moving objects have? (A) Light energy (B) Solar energy (C) Kinetic energy (D) Renewable energy,Science,,,,,,,,,,,,,,,
What kind of energy do all moving objects have?    (A) Light energy (B) Solar energy (C) Kinetic energy (D) Renewable energy,Science,,,,,,,,,,,,,,,
"The top layers of soil are important because they —
 
 F prevent earthquakes
 G give plants nutrients
 H protect the bedrock
 J make walking easier",Science,,,,,,,,,,,,,,,
The top layers of soil are important because they    (A) prevent earthquakes (B) give plants nutrients (C) protect the bedrock (D) make walking easier,Science,,,,,,,,,,,,,,,
"In winter, the arctic fox has white fur. In summer, its fur changes color to brown and gray. The change in fur color helps the arctic fox to ___. (A) run (B) mate (C) hide (D) hibernate",Science,,,,,,,,,,,,,,,
"In winter, the arctic fox has white fur. In summer, its fur changes color to brown and gray. The change in fur color helps the arctic fox to    (A) run (B) mate (C) hide (D) hibernate",Science,,,,,,,,,,,,,,,
A student makes a fruit drink by stirring a powdered mix into cold water. Why is the fruit drink a solution?    (A) The powder dissolves in the water. (B) The water changes color. (C) The student stirs the water. (D) The water is the proper temperature.,Science,,,,,,,,,,,,,,,
"A student makes a fruit drink by stirring a powdered mix into cold water. Why is the fruit drink a solution?
 
 F The powder dissolves in the water.
 G The water changes color.
 H The student stirs the water.
 J The water is the proper temperature.",Science,,,,,,,,,,,,,,,
At which location are oceans the deepest?    (A) Mid-ocean ridge (B) Abyssal plain (C) Ocean trench (D) Volcanic island,Science,,,,,,,,,,,,,,,
"At which location are oceans the deepest?
 
 F Mid-ocean ridge
 G Abyssal plain
 H Ocean trench
 J Volcanic island",Science,,,,,,,,,,,,,,,
"Which of these is most likely harmful to an ecosystem?
 
 A Building new homes in a wetland
 B Taking away airplanes from an airport
 C Planting trees in an orchard
 D Adding floors to an office building",Science,,,,,,,,,,,,,,,
Which of these is most likely harmful to an ecosystem?    (A) Building new homes in a wetland (B) Taking away airplanes from an airport (C) Planting trees in an orchard (D) Adding floors to an office building,Science,,,,,,,,,,,,,,,
"Which of these describes rotation?
 
 F Mercury goes around the Sun every 88 days.
 G The Moon goes around Earth every 28 days.
 H Earth orbits the Sun about every 365 days.
 J Earth makes one turn on its axis every 24 hours.",Science,,,,,,,,,,,,,,,
Which of these describes rotation?    (A) Mercury goes around the Sun every 88 days. (B) The Moon goes around Earth every 28 days. (C) Earth orbits the Sun about every 365 days. (D) Earth makes one turn on its axis every 24 hours.,Science,,,,,,,,,,,,,,,
"When a tree is dormant, the tree is
 
 A dying
 B inactive
 C growing taller
 D growing its leaves",Science,,,,,,,,,,,,,,,
"When a tree is dormant, the tree is    (A) dying (B) inactive (C) growing taller (D) growing its leaves",Science,,,,,,,,,,,,,,,
Which type of storm causes the most flooding in areas located near an ocean coastline?    (A) Tornado (B) Hurricane (C) Blizzard (D) Freezing rain,Science,,,,,,,,,,,,,,,
Granite is a hard material and forms from cooling magma. Granite is a type of    (A) lava stone (B) igneous rock (C) volcanic dust (D) sedimentary rock,Science,,,,,,,,,,,,,,,
"Granite is a hard material and forms from cooling magma. Granite is a type of —
 
 A lava stone
 B igneous rock
 C volcanic dust
 D sedimentary rock",Science,,,,,,,,,,,,,,,
A student rolls a ball on the ground. Which of these causes the ball to slow down and then stop? (A) The motion of the ball (B) The speed of the ball (C) Friction from the ground (D) A magnetic field,Science,,,,,,,,,,,,,,,
"Which of the following do plants need to make their own food?
 
 F Flowers
 G Bacteria
 H Sunlight
 J Oxygen",Science,,,,,,,,,,,,,,,
Which of the following do plants need to make their own food? (A) Flowers (B) Bacteria (C) Sunlight (D) Oxygen,Science,,,,,,,,,,,,,,,
Which of the following do plants need to make their own food?    (A) Flowers (B) Bacteria (C) Sunlight (D) Oxygen,Science,,,,,,,,,,,,,,,
The Apollo 11 mission was able to retrieve samples of the Moon’s surface because it was the first mission to have astronauts    (A) land on the Moon (B) orbit a planet (C) return to Earth (D) walk in space,Science,,,,,,,,,,,,,,,
Which of these objects is translucent? (A) A student’s notebook (B) A mirror on the bus (C) A brick wall of the school (D) A student’s sunglass lenses,Science,,,,,,,,,,,,,,,
The presence of an animal fossil in a rock gives evidence of    (A) what hunting behaviors the animal used (B) how many babies the animal had (C) exactly when the animal was born (D) the time period the animal lived in,Science,,,,,,,,,,,,,,,
"The presence of an animal fossil in a rock gives evidence of —
 
 A what hunting behaviors the animal used
 B how many babies the animal had
 C exactly when the animal was born
 D the time period the animal lived in",Science,,,,,,,,,,,,,,,
"What tool is used to determine the mass of an object?
 
 A Balance
 B Meter stick
 C Thermometer
 D Graduated cylinder",Science,,,,,,,,,,,,,,,
What tool is used to determine the mass of an object?    (A) Balance (B) Meter stick (C) Thermometer (D) Graduated cylinder,Science,,,,,,,,,,,,,,,
"Which part of a sunflower plant absorbs water and nutrients?
 
 F Roots
 G Stems
 H Leaves
 J Flowers",Science,,,,,,,,,,,,,,,
Which part of a sunflower plant absorbs water and nutrients? (A) Roots (B) Stems (C) Leaves (D) Flowers,Science,,,,,,,,,,,,,,,
Which part of a sunflower plant absorbs water and nutrients?    (A) Roots (B) Stems (C) Leaves (D) Flowers,Science,,,,,,,,,,,,,,,
An electric motor is designed to turn electrical energy into    (A) solar energy (B) potential energy (C) static electricity (D) mechanical energy,Science,,,,,,,,,,,,,,,
An electric motor is designed to turn electrical energy into ___. (A) solar energy (B) potential energy (C) static electricity (D) mechanical energy,Science,,,,,,,,,,,,,,,
"An electric motor is designed to turn electrical energy into —
 
 F solar energy
 G potential energy
 H static electricity
 J mechanical energy",Science,,,,,,,,,,,,,,,
"A group of students tested the effects of different amounts of water on ivy plant growth. Afterwards, they could not remember how much each plant grew per day. What should they have done to practice good science?    (A) Discuss their observations with other groups in their class. (B) Conduct the experiment with more than one type of plant. (C) Record daily information in a data table. (D) Make up explanations for the results.",Science,,,,,,,,,,,,,,,
"A group of students tested the effects of different amounts of water on ivy plant growth. Afterwards, they could not remember how much each plant grew per day. What should they have done to practice good science?
 
 A Discuss their observations with other groups in their class.
 B Conduct the experiment with more than one type of plant.
 C Record daily information in a data table.
 D Make up explanations for the results.",Science,,,,,,,,,,,,,,,
"A group of students tested the effects of different amounts of water on ivy plant growth. Afterwards, they could not remember how much each plant grew per day. What should they have done to practice good science? (A) Discuss their observations with other groups in their class. (B) Conduct the experiment with more than one type of plant. (C) Record daily information in a data table. (D) Make up explanations for the results.",Science,,,,,,,,,,,,,,,
Which of these best describes the Moon?    (A) Older than Earth (B) Smaller than Earth (C) Having the same climate as Earth (D) Having the same atmosphere as Earth,Science,,,,,,,,,,,,,,,
"Mold is often found growing on old bread. In a food chain, mold is a    (A) decomposer (B) producer (C) consumer (D) scavenger",Science,,,,,,,,,,,,,,,
"Which of these will take the LONGEST time to observe?
 
 F One moon-phase cycle
 G One ocean-tide cycle
 H An acorn growing into an adult tree
 J A caterpillar becoming a butterfly",Science,,,,,,,,,,,,,,,
Which of these will take the LONGEST time to observe?    (A) One moon-phase cycle (B) One ocean-tide cycle (C) An acorn growing into an adult tree (D) A caterpillar becoming a butterfly,Science,,,,,,,,,,,,,,,
Which of these is the BEST way to save animals and trees? (A) Ride bikes more (B) Make more farmland (C) Take care of forests (D) Move to the city,Science,,,,,,,,,,,,,,,
Which of these is the BEST way to save animals and trees?    (A) Ride bikes more (B) Make more farmland (C) Take care of forests (D) Move to the city,Science,,,,,,,,,,,,,,,
"The teeth of a carnivore are MOSTLY —
 
 A pointed
 B rounded
 C wide
 D flat",Science,,,,,,,,,,,,,,,
The teeth of a carnivore are MOSTLY    (A) pointed (B) rounded (C) wide (D) flat,Science,,,,,,,,,,,,,,,
"Which part of a bicycle BEST moves in a circle?
 
 A Seat
 B Frame
 C Foot pedal
 D Kickstand",Science,,,,,,,,,,,,,,,
Which part of a bicycle BEST moves in a circle?    (A) Seat (B) Frame (C) Foot pedal (D) Kickstand,Science,,,,,,,,,,,,,,,
"When it rains, some animals will    (A) hibernate for the season (B) migrate to warmer climates (C) change their body covering (D) move to seek shelter",Science,,,,,,,,,,,,,,,
"When it rains, some animals will —
 
 F hibernate for the season
 G migrate to warmer climates
 H change their body covering
 J move to seek shelter",Science,,,,,,,,,,,,,,,
Skunks spray a strong-smelling liquid to ___. (A) get rid of wastes (B) attract prey (C) defend themselves (D) help nearby plants grow,Science,,,,,,,,,,,,,,,
"Skunks spray a strong-smelling liquid to —
 
 F get rid of wastes
 G attract prey
 H defend themselves
 J help nearby plants grow",Science,,,,,,,,,,,,,,,
Skunks spray a strong-smelling liquid to    (A) get rid of wastes (B) attract prey (C) defend themselves (D) help nearby plants grow,Science,,,,,,,,,,,,,,,
"Having dry, hot weather for a long time can cause a    (A) drought (B) thunderstorm (C) tornado (D) flood",Science,,,,,,,,,,,,,,,
